year,ncessch,school_name,state_name,disability,enrollment_crdc
2015,1.1001E+11,Washington Global,District of Columbia,Students with disabilities served under IDEA,14
2013,1.10001E+11,CESAR CHAVEZ FOR PUBLIC POLICY CAPITOL HILL PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,CESAR CHAVEZ FOR PUBLIC POLICY CAPITOL HILL PCS,District of Columbia,Total,373
2013,1.10001E+11,CESAR CHAVEZ FOR PUBLIC POLICY CAPITOL HILL PCS,District of Columbia,Students with disabilities served under IDEA,58
2013,1.10001E+11,CESAR CHAVEZ PCS FOR PUBLIC POLICY-PARKSIDE HS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,CESAR CHAVEZ PCS FOR PUBLIC POLICY-PARKSIDE HS,District of Columbia,Total,365
2013,1.10001E+11,CESAR CHAVEZ PCS FOR PUBLIC POLICY-PARKSIDE HS,District of Columbia,Students with disabilities served under IDEA,45
2013,1.10001E+11,CESAR CHAVEZ PCS FOR PUBLIC POLICY CHAVEZ PREP,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,CESAR CHAVEZ PCS FOR PUBLIC POLICY CHAVEZ PREP,District of Columbia,Total,320
2013,1.10001E+11,CESAR CHAVEZ PCS FOR PUBLIC POLICY CHAVEZ PREP,District of Columbia,Students with disabilities served under IDEA,40
2013,1.10001E+11,CESAR CHAVEZ FOR PUBLIC POLICY PARKSIDE MS PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,CESAR CHAVEZ FOR PUBLIC POLICY PARKSIDE MS PCS,District of Columbia,Total,350
2013,1.10001E+11,CESAR CHAVEZ FOR PUBLIC POLICY PARKSIDE MS PCS,District of Columbia,Students with disabilities served under IDEA,41
2013,1.10001E+11,FRIENDSHIP PCS WOODSON COLLEGIATE CAMPUS,District of Columbia,Students with disabilities served under Section 504,31
2013,1.10001E+11,FRIENDSHIP PCS WOODSON COLLEGIATE CAMPUS,District of Columbia,Total,915
2013,1.10001E+11,FRIENDSHIP PCS WOODSON COLLEGIATE CAMPUS,District of Columbia,Students with disabilities served under IDEA,152
2013,1.10001E+11,FRIENDSHIP PCS SOUTHEAST ACADEMY,District of Columbia,Students with disabilities served under Section 504,22
2013,1.10001E+11,FRIENDSHIP PCS SOUTHEAST ACADEMY,District of Columbia,Total,562
2013,1.10001E+11,FRIENDSHIP PCS SOUTHEAST ACADEMY,District of Columbia,Students with disabilities served under IDEA,62
2013,1.10001E+11,FRIENDSHIP PCS TECH PREP,District of Columbia,Students with disabilities served under Section 504,10
2013,1.10001E+11,FRIENDSHIP PCS TECH PREP,District of Columbia,Total,409
2013,1.10001E+11,FRIENDSHIP PCS TECH PREP,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10001E+11,FRIENDSHIP PCS BLOW-PIERCE MIDDLE,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10001E+11,FRIENDSHIP PCS BLOW-PIERCE MIDDLE,District of Columbia,Total,269
2013,1.10001E+11,FRIENDSHIP PCS BLOW-PIERCE MIDDLE,District of Columbia,Students with disabilities served under IDEA,53
2013,1.10001E+11,FRIENDSHIP PCS BLOW PIERCE ELEMENTARY,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10001E+11,FRIENDSHIP PCS BLOW PIERCE ELEMENTARY,District of Columbia,Total,388
2013,1.10001E+11,FRIENDSHIP PCS BLOW PIERCE ELEMENTARY,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10001E+11,FRIENDSHIP PCS CHAMBERLAIN ELEMENTARY,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10001E+11,FRIENDSHIP PCS CHAMBERLAIN ELEMENTARY,District of Columbia,Total,370
2013,1.10001E+11,FRIENDSHIP PCS CHAMBERLAIN ELEMENTARY,District of Columbia,Students with disabilities served under IDEA,20
2013,1.10001E+11,FRIENDSHIP PCS WOODRIDGE MIDDLE,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10001E+11,FRIENDSHIP PCS WOODRIDGE MIDDLE,District of Columbia,Total,215
2013,1.10001E+11,FRIENDSHIP PCS WOODRIDGE MIDDLE,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10001E+11,FRIENDSHIP PCS WOODRIDGE ELEMENTARY,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10001E+11,FRIENDSHIP PCS WOODRIDGE ELEMENTARY,District of Columbia,Total,291
2013,1.10001E+11,FRIENDSHIP PCS WOODRIDGE ELEMENTARY,District of Columbia,Students with disabilities served under IDEA,13
2013,1.10001E+11,FRIENDSHIP PCS CHAMBERLAIN MIDDLE,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10001E+11,FRIENDSHIP PCS CHAMBERLAIN MIDDLE,District of Columbia,Total,351
2013,1.10001E+11,FRIENDSHIP PCS CHAMBERLAIN MIDDLE,District of Columbia,Students with disabilities served under IDEA,53
2013,1.10001E+11,ELSIE WHITLOW STOKES COMMUNTIY FREEDOM PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,ELSIE WHITLOW STOKES COMMUNTIY FREEDOM PCS,District of Columbia,Total,350
2013,1.10001E+11,ELSIE WHITLOW STOKES COMMUNTIY FREEDOM PCS,District of Columbia,Students with disabilities served under IDEA,32
2013,1.10001E+11,PERRY STREET PREP PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,PERRY STREET PREP PCS,District of Columbia,Total,855
2013,1.10001E+11,PERRY STREET PREP PCS,District of Columbia,Students with disabilities served under IDEA,89
2013,1.10001E+11,IDEAL ACADEMY PCS   NORTH CAPITOL STREET CAMPUS ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,IDEAL ACADEMY PCS   NORTH CAPITOL STREET CAMPUS ES,District of Columbia,Total,281
2013,1.10001E+11,IDEAL ACADEMY PCS   NORTH CAPITOL STREET CAMPUS ES,District of Columbia,Students with disabilities served under IDEA,26
2013,1.10001E+11,IDEA PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10001E+11,IDEA PCS,District of Columbia,Total,191
2013,1.10001E+11,IDEA PCS,District of Columbia,Students with disabilities served under IDEA,32
2013,1.10001E+11,MAYA ANGELOU PCS EVANS HIGH SCHOOL,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10001E+11,MAYA ANGELOU PCS EVANS HIGH SCHOOL,District of Columbia,Total,295
2013,1.10001E+11,MAYA ANGELOU PCS EVANS HIGH SCHOOL,District of Columbia,Students with disabilities served under IDEA,92
2013,1.10001E+11,MAYA ANGELOU PCS  EVANS MIDDLE SCHOOL,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10001E+11,MAYA ANGELOU PCS  EVANS MIDDLE SCHOOL,District of Columbia,Total,154
2013,1.10001E+11,MAYA ANGELOU PCS  EVANS MIDDLE SCHOOL,District of Columbia,Students with disabilities served under IDEA,41
2013,1.10002E+11,MERIDIAN PCS,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10002E+11,MERIDIAN PCS,District of Columbia,Total,480
2013,1.10002E+11,MERIDIAN PCS,District of Columbia,Students with disabilities served under IDEA,62
2013,1.10002E+11,BRIYA PUBLIC CHARTER SCHOOL,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10002E+11,BRIYA PUBLIC CHARTER SCHOOL,District of Columbia,Total,47
2013,1.10002E+11,BRIYA PUBLIC CHARTER SCHOOL,District of Columbia,Students with disabilities served under IDEA,7
2013,1.10002E+11,THE NEXT STEP PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10002E+11,THE NEXT STEP PCS,District of Columbia,Total,445
2013,1.10002E+11,THE NEXT STEP PCS,District of Columbia,Students with disabilities served under IDEA,24
2013,1.10002E+11,WASHINGTON LATIN PCS MIDDLE SCHOOL,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10002E+11,WASHINGTON LATIN PCS MIDDLE SCHOOL,District of Columbia,Total,366
2013,1.10002E+11,WASHINGTON LATIN PCS MIDDLE SCHOOL,District of Columbia,Students with disabilities served under IDEA,29
2013,1.10002E+11,WASHINGTON LATIN PCS UPPER SCHOOL,District of Columbia,Students with disabilities served under Section 504,14
2013,1.10002E+11,WASHINGTON LATIN PCS UPPER SCHOOL,District of Columbia,Total,271
2013,1.10002E+11,WASHINGTON LATIN PCS UPPER SCHOOL,District of Columbia,Students with disabilities served under IDEA,33
2013,1.10002E+11,ROOTS PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10002E+11,ROOTS PCS,District of Columbia,Total,118
2013,1.10002E+11,ROOTS PCS,District of Columbia,Students with disabilities served under IDEA,4
2013,1.10002E+11,SEED PCS OF WASHINGTON DC,District of Columbia,Students with disabilities served under Section 504,10
2013,1.10002E+11,SEED PCS OF WASHINGTON DC,District of Columbia,Total,342
2013,1.10002E+11,SEED PCS OF WASHINGTON DC,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10003E+11,WASHINGTON MATH SCIENCE TECH PCS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,WASHINGTON MATH SCIENCE TECH PCS,District of Columbia,Total,333
2013,1.10003E+11,WASHINGTON MATH SCIENCE TECH PCS,District of Columbia,Students with disabilities served under IDEA,56
2013,1.10003E+11,CEDAR TREE ACADEMY PCS,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,CEDAR TREE ACADEMY PCS,District of Columbia,Total,322
2013,1.10003E+11,CEDAR TREE ACADEMY PCS,District of Columbia,Students with disabilities served under IDEA,17
2013,1.10003E+11,MURCH ES,District of Columbia,Students with disabilities served under Section 504,10
2013,1.10003E+11,MURCH ES,District of Columbia,Total,633
2013,1.10003E+11,MURCH ES,District of Columbia,Students with disabilities served under IDEA,34
2013,1.10003E+11,MOTEN ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,MOTEN ES,District of Columbia,Total,362
2013,1.10003E+11,MOTEN ES,District of Columbia,Students with disabilities served under IDEA,47
2013,1.10003E+11,MINER ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,MINER ES,District of Columbia,Total,425
2013,1.10003E+11,MINER ES,District of Columbia,Students with disabilities served under IDEA,59
2013,1.10003E+11,ROOSEVELT HS AT MACFARLAND,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,ROOSEVELT HS AT MACFARLAND,District of Columbia,Total,467
2013,1.10003E+11,ROOSEVELT HS AT MACFARLAND,District of Columbia,Students with disabilities served under IDEA,130
2013,1.10003E+11,TAKOMA EC,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10003E+11,TAKOMA EC,District of Columbia,Total,443
2013,1.10003E+11,TAKOMA EC,District of Columbia,Students with disabilities served under IDEA,77
2013,1.10003E+11,STANTON ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,STANTON ES,District of Columbia,Total,585
2013,1.10003E+11,STANTON ES,District of Columbia,Students with disabilities served under IDEA,68
2013,1.10003E+11,ELLINGTON SCHOOL OF THE ARTS,District of Columbia,Students with disabilities served under Section 504,8
2013,1.10003E+11,ELLINGTON SCHOOL OF THE ARTS,District of Columbia,Total,545
2013,1.10003E+11,ELLINGTON SCHOOL OF THE ARTS,District of Columbia,Students with disabilities served under IDEA,27
2013,1.10003E+11,SOUSA MS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,SOUSA MS,District of Columbia,Total,296
2013,1.10003E+11,SOUSA MS,District of Columbia,Students with disabilities served under IDEA,53
2013,1.10003E+11,SEATON ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,SEATON ES,District of Columbia,Total,253
2013,1.10003E+11,SEATON ES,District of Columbia,Students with disabilities served under IDEA,37
2013,1.10003E+11,SAVOY ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,SAVOY ES,District of Columbia,Total,413
2013,1.10003E+11,SAVOY ES,District of Columbia,Students with disabilities served under IDEA,44
2013,1.10003E+11,ROSS ES,District of Columbia,Students with disabilities served under Section 504,8
2013,1.10003E+11,ROSS ES,District of Columbia,Total,159
2013,1.10003E+11,ROSS ES,District of Columbia,Students with disabilities served under IDEA,4
2013,1.10003E+11,RANDLE HIGHLANDS ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,RANDLE HIGHLANDS ES,District of Columbia,Total,339
2013,1.10003E+11,RANDLE HIGHLANDS ES,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10003E+11,SHEPHERD ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,SHEPHERD ES,District of Columbia,Total,308
2013,1.10003E+11,SHEPHERD ES,District of Columbia,Students with disabilities served under IDEA,28
2013,1.10003E+11,MARIE REED ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,MARIE REED ES,District of Columbia,Total,388
2013,1.10003E+11,MARIE REED ES,District of Columbia,Students with disabilities served under IDEA,34
2013,1.10003E+11,RAYMOND EC,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,RAYMOND EC,District of Columbia,Total,545
2013,1.10003E+11,RAYMOND EC,District of Columbia,Students with disabilities served under IDEA,76
2013,1.10003E+11,MAURY ES,District of Columbia,Students with disabilities served under Section 504,11
2013,1.10003E+11,MAURY ES,District of Columbia,Total,337
2013,1.10003E+11,MAURY ES,District of Columbia,Students with disabilities served under IDEA,19
2013,1.10003E+11,MANN ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,MANN ES,District of Columbia,Total,283
2013,1.10003E+11,MANN ES,District of Columbia,Students with disabilities served under IDEA,7
2013,1.10003E+11,MALCOLM X ES AT GREEN,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,MALCOLM X ES AT GREEN,District of Columbia,Total,228
2013,1.10003E+11,MALCOLM X ES AT GREEN,District of Columbia,Students with disabilities served under IDEA,32
2013,1.10003E+11,LUDLOW TAYLOR ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,LUDLOW TAYLOR ES,District of Columbia,Total,300
2013,1.10003E+11,LUDLOW TAYLOR ES,District of Columbia,Students with disabilities served under IDEA,57
2013,1.10003E+11,LECKIE ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,LECKIE ES,District of Columbia,Total,378
2013,1.10003E+11,LECKIE ES,District of Columbia,Students with disabilities served under IDEA,36
2013,1.10003E+11,LASALLE   BACKUS EC,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,LASALLE   BACKUS EC,District of Columbia,Total,347
2013,1.10003E+11,LASALLE   BACKUS EC,District of Columbia,Students with disabilities served under IDEA,58
2013,1.10003E+11,LANGDON EC,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,LANGDON EC,District of Columbia,Total,355
2013,1.10003E+11,LANGDON EC,District of Columbia,Students with disabilities served under IDEA,44
2013,1.10003E+11,LAFAYETTE ES,District of Columbia,Students with disabilities served under Section 504,9
2013,1.10003E+11,LAFAYETTE ES,District of Columbia,Total,692
2013,1.10003E+11,LAFAYETTE ES,District of Columbia,Students with disabilities served under IDEA,31
2013,1.10003E+11,WATKINS ES CAPITOL HILL CLUSTER,District of Columbia,Students with disabilities served under Section 504,12
2013,1.10003E+11,WATKINS ES CAPITOL HILL CLUSTER,District of Columbia,Total,542
2013,1.10003E+11,WATKINS ES CAPITOL HILL CLUSTER,District of Columbia,Students with disabilities served under IDEA,45
2013,1.10003E+11,THOMAS ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,THOMAS ES,District of Columbia,Total,413
2013,1.10003E+11,THOMAS ES,District of Columbia,Students with disabilities served under IDEA,68
2013,1.10003E+11,STODDERT ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,STODDERT ES,District of Columbia,Total,382
2013,1.10003E+11,STODDERT ES,District of Columbia,Students with disabilities served under IDEA,18
2013,1.10003E+11,SIMON ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,SIMON ES,District of Columbia,Total,297
2013,1.10003E+11,SIMON ES,District of Columbia,Students with disabilities served under IDEA,44
2013,1.10003E+11,WOODSON H D  HS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,WOODSON H D  HS,District of Columbia,Total,772
2013,1.10003E+11,WOODSON H D  HS,District of Columbia,Students with disabilities served under IDEA,230
2013,1.10003E+11,J O WILSON ES,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10003E+11,J O WILSON ES,District of Columbia,Total,440
2013,1.10003E+11,J O WILSON ES,District of Columbia,Students with disabilities served under IDEA,54
2013,1.10003E+11,SMOTHERS ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,SMOTHERS ES,District of Columbia,Total,297
2013,1.10003E+11,SMOTHERS ES,District of Columbia,Students with disabilities served under IDEA,35
2013,1.10003E+11,WHITTIER EC,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,WHITTIER EC,District of Columbia,Total,366
2013,1.10003E+11,WHITTIER EC,District of Columbia,Students with disabilities served under IDEA,73
2013,1.10003E+11,WEST EC,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,WEST EC,District of Columbia,Total,256
2013,1.10003E+11,WEST EC,District of Columbia,Students with disabilities served under IDEA,31
2013,1.10003E+11,WHEATLEY EC,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,WHEATLEY EC,District of Columbia,Total,443
2013,1.10003E+11,WHEATLEY EC,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10003E+11,WALKER JONES EC,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10003E+11,WALKER JONES EC,District of Columbia,Total,456
2013,1.10003E+11,WALKER JONES EC,District of Columbia,Students with disabilities served under IDEA,99
2013,1.10003E+11,TYLER ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,TYLER ES,District of Columbia,Total,511
2013,1.10003E+11,TYLER ES,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10003E+11,TURNER ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,TURNER ES,District of Columbia,Total,410
2013,1.10003E+11,TURNER ES,District of Columbia,Students with disabilities served under IDEA,41
2013,1.10003E+11,TUBMAN ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,TUBMAN ES,District of Columbia,Total,512
2013,1.10003E+11,TUBMAN ES,District of Columbia,Students with disabilities served under IDEA,67
2013,1.10003E+11,TRUESDELL EC,District of Columbia,Students with disabilities served under Section 504,8
2013,1.10003E+11,TRUESDELL EC,District of Columbia,Total,482
2013,1.10003E+11,TRUESDELL EC,District of Columbia,Students with disabilities served under IDEA,76
2013,1.10003E+11,THOMSON ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,THOMSON ES,District of Columbia,Total,295
2013,1.10003E+11,THOMSON ES,District of Columbia,Students with disabilities served under IDEA,36
2013,1.10003E+11,EASTERN HS,District of Columbia,Students with disabilities served under Section 504,9
2013,1.10003E+11,EASTERN HS,District of Columbia,Total,791
2013,1.10003E+11,EASTERN HS,District of Columbia,Students with disabilities served under IDEA,204
2013,1.10003E+11,DUNBAR HS,District of Columbia,Students with disabilities served under Section 504,12
2013,1.10003E+11,DUNBAR HS,District of Columbia,Total,636
2013,1.10003E+11,DUNBAR HS,District of Columbia,Students with disabilities served under IDEA,153
2013,1.10003E+11,COOLIDGE SHS,District of Columbia,Students with disabilities served under Section 504,6
2013,1.10003E+11,COOLIDGE SHS,District of Columbia,Total,438
2013,1.10003E+11,COOLIDGE SHS,District of Columbia,Students with disabilities served under IDEA,99
2013,1.10003E+11,CARDOZO EC,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,CARDOZO EC,District of Columbia,Total,688
2013,1.10003E+11,CARDOZO EC,District of Columbia,Students with disabilities served under IDEA,194
2013,1.10003E+11,BALLOU SHS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BALLOU SHS,District of Columbia,Total,682
2013,1.10003E+11,BALLOU SHS,District of Columbia,Students with disabilities served under IDEA,224
2013,1.10003E+11,ANACOSTIA SHS,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10003E+11,ANACOSTIA SHS,District of Columbia,Total,766
2013,1.10003E+11,ANACOSTIA SHS,District of Columbia,Students with disabilities served under IDEA,224
2013,1.10003E+11,SHARPE HEALTH SCHOOL,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,SHARPE HEALTH SCHOOL,District of Columbia,Total,70
2013,1.10003E+11,SHARPE HEALTH SCHOOL,District of Columbia,Students with disabilities served under IDEA,67
2013,1.10003E+11,MAMIE D  LEE SCHOOL,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,MAMIE D  LEE SCHOOL,District of Columbia,Total,62
2013,1.10003E+11,MAMIE D  LEE SCHOOL,District of Columbia,Students with disabilities served under IDEA,63
2013,1.10003E+11,EATON ES,District of Columbia,Students with disabilities served under Section 504,8
2013,1.10003E+11,EATON ES,District of Columbia,Total,475
2013,1.10003E+11,EATON ES,District of Columbia,Students with disabilities served under IDEA,38
2013,1.10003E+11,DREW ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,DREW ES,District of Columbia,Total,172
2013,1.10003E+11,DREW ES,District of Columbia,Students with disabilities served under IDEA,23
2013,1.10003E+11,H D COOKE ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,H D COOKE ES,District of Columbia,Total,390
2013,1.10003E+11,H D COOKE ES,District of Columbia,Students with disabilities served under IDEA,37
2013,1.10003E+11,KING M L ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,KING M L ES,District of Columbia,Total,412
2013,1.10003E+11,KING M L ES,District of Columbia,Students with disabilities served under IDEA,35
2013,1.10003E+11,CLEVELAND ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,CLEVELAND ES,District of Columbia,Total,305
2013,1.10003E+11,CLEVELAND ES,District of Columbia,Students with disabilities served under IDEA,21
2013,1.10003E+11,BURRVILLE ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BURRVILLE ES,District of Columbia,Total,356
2013,1.10003E+11,BURRVILLE ES,District of Columbia,Students with disabilities served under IDEA,29
2013,1.10003E+11,BURROUGHS EC,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BURROUGHS EC,District of Columbia,Total,286
2013,1.10003E+11,BURROUGHS EC,District of Columbia,Students with disabilities served under IDEA,67
2013,1.10003E+11,BRUCE MONROE ES AT PARK VIEW,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,BRUCE MONROE ES AT PARK VIEW,District of Columbia,Total,464
2013,1.10003E+11,BRUCE MONROE ES AT PARK VIEW,District of Columbia,Students with disabilities served under IDEA,51
2013,1.10003E+11,BROOKLAND EC AT BUNKER HILL,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,BROOKLAND EC AT BUNKER HILL,District of Columbia,Total,250
2013,1.10003E+11,BROOKLAND EC AT BUNKER HILL,District of Columbia,Students with disabilities served under IDEA,29
2013,1.10003E+11,BRIGHTWOOD EC,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,BRIGHTWOOD EC,District of Columbia,Total,617
2013,1.10003E+11,BRIGHTWOOD EC,District of Columbia,Students with disabilities served under IDEA,64
2013,1.10003E+11,BRENT ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BRENT ES,District of Columbia,Total,366
2013,1.10003E+11,BRENT ES,District of Columbia,Students with disabilities served under IDEA,28
2013,1.10003E+11,BEERS ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,BEERS ES,District of Columbia,Total,428
2013,1.10003E+11,BEERS ES,District of Columbia,Students with disabilities served under IDEA,98
2013,1.10003E+11,BARNARD ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BARNARD ES,District of Columbia,Total,588
2013,1.10003E+11,BARNARD ES,District of Columbia,Students with disabilities served under IDEA,82
2013,1.10003E+11,BANCROFT ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BANCROFT ES,District of Columbia,Total,496
2013,1.10003E+11,BANCROFT ES,District of Columbia,Students with disabilities served under IDEA,71
2013,1.10003E+11,AMIDON BOWEN  ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,AMIDON BOWEN  ES,District of Columbia,Total,341
2013,1.10003E+11,AMIDON BOWEN  ES,District of Columbia,Students with disabilities served under IDEA,50
2013,1.10003E+11,AITON ES,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,AITON ES,District of Columbia,Total,249
2013,1.10003E+11,AITON ES,District of Columbia,Students with disabilities served under IDEA,26
2013,1.10003E+11,POWELL ES,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,POWELL ES,District of Columbia,Total,407
2013,1.10003E+11,POWELL ES,District of Columbia,Students with disabilities served under IDEA,48
2013,1.10003E+11,PLUMMER ES,District of Columbia,Students with disabilities served under Section 504,0
2013,1.10003E+11,PLUMMER ES,District of Columbia,Total,419
2013,1.10003E+11,PLUMMER ES,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10003E+11,SCHOOL WITHOUT WALLS HS,District of Columbia,Students with disabilities served under Section 504,20
2013,1.10003E+11,SCHOOL WITHOUT WALLS HS,District of Columbia,Total,589
2013,1.10003E+11,SCHOOL WITHOUT WALLS HS,District of Columbia,Students with disabilities served under IDEA,
2013,1.10003E+11,WILSON HS,District of Columbia,Students with disabilities served under Section 504,61
2013,1.10003E+11,WILSON HS,District of Columbia,Total,1697
2013,1.10003E+11,WILSON HS,District of Columbia,Students with disabilities served under IDEA,175
2013,1.10003E+11,HART MS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,HART MS,District of Columbia,Total,559
2013,1.10003E+11,HART MS,District of Columbia,Students with disabilities served under IDEA,152
2013,1.10003E+11,DEAL MS,District of Columbia,Students with disabilities served under Section 504,46
2013,1.10003E+11,DEAL MS,District of Columbia,Total,1253
2013,1.10003E+11,DEAL MS,District of Columbia,Students with disabilities served under IDEA,125
2013,1.10003E+11,KRAMER MS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,KRAMER MS,District of Columbia,Total,375
2013,1.10003E+11,KRAMER MS,District of Columbia,Students with disabilities served under IDEA,86
2013,1.10003E+11,JOHNSON JOHN HAYDEN MS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,JOHNSON JOHN HAYDEN MS,District of Columbia,Total,272
2013,1.10003E+11,JOHNSON JOHN HAYDEN MS,District of Columbia,Students with disabilities served under IDEA,68
2013,1.10003E+11,SCHOOL WITHOUT WALLS AT FRANCIS STEVENS,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,SCHOOL WITHOUT WALLS AT FRANCIS STEVENS,District of Columbia,Total,287
2013,1.10003E+11,SCHOOL WITHOUT WALLS AT FRANCIS STEVENS,District of Columbia,Students with disabilities served under IDEA,31
2013,1.10003E+11,ELIOT HINE MS,District of Columbia,Students with disabilities served under Section 504,7
2013,1.10003E+11,ELIOT HINE MS,District of Columbia,Total,297
2013,1.10003E+11,ELIOT HINE MS,District of Columbia,Students with disabilities served under IDEA,74
2013,1.10003E+11,BROWNE EC,District of Columbia,Students with disabilities served under Section 504,2
2013,1.10003E+11,BROWNE EC,District of Columbia,Total,350
2013,1.10003E+11,BROWNE EC,District of Columbia,Students with disabilities served under IDEA,59
2013,1.10003E+11,BENJAMIN BANNEKER ACADEMY HS,District of Columbia,Students with disabilities served under Section 504,4
2013,1.10003E+11,BENJAMIN BANNEKER ACADEMY HS,District of Columbia,Total,433
2013,1.10003E+11,BENJAMIN BANNEKER ACADEMY HS,District of Columbia,Students with disabilities served under IDEA,
